speakerid,age,age_onset,birthplace,filename,native_language,sex,country,file_missing?
1146,50.0,13.0,"tanga, tanzania",kiswahili9,kiswahili,male,tanzania,False
1147,25.0,7.0,"mogadishu, somalia",somali4,somali,female,somalia,False
1148,39.0,18.0,"mogadishu, somalia",somali5,somali,male,somalia,False
1149,32.0,17.0,"hargeysa, somalia",somali6,somali,male,somalia,False
1150,60.0,6.0,"accra, ghana",ga4,ga,male,ghana,False
1151,58.0,15.0,"adigrat, ethiopia",tigrigna6,tigrigna,female,ethiopia,False
1152,35.0,8.0,"dembi dollo, ethiopia",oromo3,oromo,female,ethiopia,False
1153,41.0,6.0,"kisii, kenya",gusii2,gusii,male,kenya,False
1154,18.0,15.0,"chengdu, sichuan, china",mandarin27,mandarin,male,china,False
1155,50.0,7.0,"kerugoya, kenya",kikuyu2,kikuyu,male,kenya,False
1156,45.0,5.0,"nairobi, kenya",kikuyu3,kikuyu,female,kenya,False
1157,33.0,9.0,"belgrade, serbia",serbian16,serbian,male,serbia,False
1158,37.0,30.0,"kinshasa, democratic republic of congo",lingala1,lingala,male,democratic republic of congo,False
1159,26.0,8.0,"pretoria, south africa",afrikaans4,afrikaans,male,south africa,False
1160,56.0,16.0,"abidjan, ivory coast",french34,french,male,ivory coast,False
1161,52.0,5.0,"brooklyn, new york, usa",yiddish3,yiddish,male,usa,False
1162,59.0,0.0,"maryland county, liberia",english320,english,female,liberia,False
1163,52.0,0.0,"brooklyn, new york, usa",english321,english,male,usa,False
1164,89.0,20.0,"vienna, austria",yiddish4,yiddish,female,austria,False
1170,86.0,26.0,"vilnius, lithuania",yiddish5,yiddish,female,lithuania,False
1171,97.0,35.0,"warsaw, poland",polish14,polish,male,poland,False
1172,29.0,0.0,"yorkton, saskatchewan, canada",english322,english,male,canada,False
1173,31.0,0.0,"regina, saskatchewan, canada",english323,english,female,canada,False
1174,28.0,0.0,"st. marys, ontario, canada",english324,english,male,canada,False
1175,23.0,6.0,"teramo, italy",italian22,italian,male,italy,False
1176,32.0,0.0,"reading, pennsylvania, usa",english325,english,male,usa,False
1177,34.0,14.0,"cuneo, italy",italian23,italian,female,italy,False
1178,20.0,15.0,"bratislava, slovakia",slovak4,slovak,female,slovakia,False
1180,32.0,11.0,"sulaymaniyah, iraq",kurdish5,kurdish,male,iraq,False
1181,47.0,12.0,"baghdad, iraq",arabic31,arabic,female,iraq,False
1182,30.0,9.0,"francistown, botswana",kalanga1,kalanga,male,botswana,False
1183,32.0,6.0,"lobatse, botswana",tswana2,tswana,female,botswana,False
1184,52.0,3.0,"uyo, akwa ibom, nigeria",ibibio1,ibibio,male,nigeria,False
1185,45.0,4.0,"abak, akwa ibom, nigeria",ibibio2,ibibio,female,nigeria,False
1186,51.0,11.0,"santiago, chile",catalan3,catalan,female,chile,False
1187,36.0,10.0,"sao paulo, brazil",portuguese28,portuguese,female,brazil,False
1188,53.0,0.0,"fairborn, ohio, usa",english326,english,male,usa,False
1189,27.0,10.0,"toulouse, france",french35,french,male,france,False
1190,26.0,12.0,"algiers, algeria",kabyle1,kabyle,female,algeria,False
1191,21.0,14.0,"moscow, russia",russian27,russian,male,russia,False
1192,57.0,18.0,"quang nam, vietnam",vietnamese10,vietnamese,female,vietnam,False
1193,35.0,18.0,"eldoret, kenya",nandi1,nandi,male,kenya,False
1194,22.0,5.0,"kuching, sarawak, malaysia",malay2,malay,male,malaysia,False
1195,36.0,10.0,"espoo, finland",swedish11,swedish,female,finland,False
1196,49.0,12.0,"seoul, south korea",korean23,korean,female,south korea,False
1197,57.0,11.0,"sulaymaniyah, iraq",kurdish6,kurdish,female,iraq,False
1198,25.0,11.0,"minsk, belarus",russian28,russian,female,belarus,False
1199,29.0,26.0,"sukhbaatar, mongolia",mongolian6,mongolian,female,mongolia,False
1200,52.0,7.0,"riverside, small malaita, solomon islands",sa'a1,sa'a,male,solomon islands,False
1201,67.0,15.0,"quang nam, vietnam",vietnamese11,vietnamese,male,vietnam,False
1202,19.0,10.5,"new delhi, india",hindi10,hindi,female,india,False
1203,42.0,12.0,"baghdad, iraq",arabic32,arabic,male,iraq,False
1204,28.0,11.0,"baghdad, iraq",arabic33,arabic,female,iraq,False
1205,27.0,0.0,"dunedin, florida, usa",english327,english,male,usa,False
1206,23.0,0.0,"hollywood, florida, usa",english328,english,female,usa,False
1207,21.0,0.0,"boise, idaho, usa",english329,english,female,usa,False
1208,18.0,0.0,"augusta, georgia, usa",english330,english,female,usa,False
1209,28.0,0.0,"perth, australia",english331,english,female,australia,False
1210,18.0,4.0,"istanbul, turkey",turkish21,turkish,female,turkey,False
1211,29.0,10.0,"askim, norway",norwegian6,norwegian,male,norway,False
1212,20.0,0.0,"baltimore, maryland, usa",english332,english,female,usa,False
1214,32.0,0.0,"spokane, washington, usa",english333,english,female,usa,False
1215,18.0,0.0,"derby, england, uk",english334,english,female,uk,False
1216,6.0,0.0,"washington, district of columbia, usa",english335,english,male,usa,False
1217,46.0,0.0,"baltimore, maryland, usa",english336,english,female,usa,False
1218,84.0,0.0,"jersey city, new jersey, usa",english337,english,female,usa,False
1219,53.0,0.0,"sydney, australia",english338,english,female,australia,False
1220,54.0,0.0,"chicago, illinois, usa",english339,english,male,usa,False
1221,19.0,9.0,"riihimaki, finland",finnish6,finnish,female,finland,False
1222,19.0,0.0,"charleston, west virginia, usa",english340,english,male,usa,False
1223,23.0,10.0,"nunspeet, netherlands",dutch15,dutch,male,netherlands,False
1224,23.0,0.0,"new york, new york, usa",english341,english,female,usa,False
1225,33.0,0.0,"kansas city, missouri, usa",english342,english,male,usa,False
1226,23.0,0.0,"portland, maine, usa",english343,english,male,usa,False
1227,27.0,14.0,"san fernando, chile",spanish68,spanish,male,chile,False
1228,23.0,11.0,"armavir, russia",armenian6,armenian,male,russia,False
1229,20.0,7.0,"caracas, venezuela",spanish69,spanish,female,venezuela,False
1230,30.0,10.0,"bogota, colombia",spanish70,spanish,female,colombia,False
1231,24.0,6.0,"rosario, argentina",spanish71,spanish,male,argentina,False
1232,19.0,0.0,"lumberton, north carolina, usa",english344,english,female,usa,False
1233,20.0,0.0,"kansas city, missouri, usa",english345,english,male,usa,False
1234,22.0,6.0,"almaty, kazakhstan",kazakh2,kazakh,male,kazakhstan,False
1235,60.0,0.0,"east hartford, connecticut, usa",english346,english,male,usa,False
1236,22.0,0.0,"burnsville, minnesota, usa",english347,english,female,usa,False
1237,20.0,0.0,"las pinas, philippines",english348,english,female,philippines,False
1238,20.0,5.0,"miami, florida, usa",spanish72,spanish,female,usa,False
1239,24.0,0.0,"warrenton, virginia, usa",english349,english,female,usa,False
1240,19.0,15.0,"merida, venezuela",spanish73,spanish,male,venezuela,False
1241,18.0,0.0,"polesworth, staffordshire, uk",english350,english,female,uk,False
1242,37.0,0.0,"carthage, missouri, usa",english351,english,male,usa,False
1243,25.0,0.0,"singapore, singapore",english352,english,male,singapore,False
1244,28.0,11.0,"torshavn, faroe islands",faroese1,faroese,male,faroe islands,False
1245,25.0,9.0,"ketrzyn, poland",polish15,polish,female,poland,False
1246,18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,male,canada,False
1247,28.0,7.0,"hong kong, china",cantonese19,cantonese,female,china,False
1248,20.0,7.0,"ostrava, czech republic",czech6,czech,male,czech republic,False
1249,44.0,14.0,"zaragoza, spain",spanish74,spanish,male,spain,False
1250,23.0,0.0,"christchurch, new zealand",english354,english,female,new zealand,False
1251,41.0,5.0,"baghdad, iraq",chaldean1,chaldean,male,iraq,False
1252,19.0,13.0,"yakutsk, russia",yakut1,yakut,female,russia,False
1253,34.0,6.0,"kuwait city, kuwait",arabic34,arabic,female,kuwait,False
1254,21.0,6.0,"chisinau, moldova",russian29,russian,male,moldova,False
1255,24.0,11.0,"herdecke, germany",german23,german,male,germany,False
1256,19.0,0.0,"los angeles, california, usa",english355,english,male,usa,False
1257,23.0,0.0,"morden, manitoba, canada",english356,english,female,canada,False
1258,24.0,0.0,"alto, georgia, usa",english357,english,male,usa,False
1259,19.0,0.0,"fredericton, new brunswick, canada",english358,english,male,canada,False
1260,23.0,12.0,"antwerp, belgium",dutch16,dutch,female,belgium,False
1261,21.0,12.0,"wilrijk, belgium",dutch17,dutch,female,belgium,False
1262,23.0,14.0,"antwerp, belgium",dutch18,dutch,male,belgium,False
1263,22.0,11.0,"heist-op-den-berg, belgium",dutch19,dutch,female,belgium,False
1264,21.0,13.0,"vlaams-brabant, belgium",dutch20,dutch,female,belgium,False
1265,21.0,13.0,"diest, belgium",dutch21,dutch,female,belgium,False
1266,23.0,13.0,"essen, belgium",dutch22,dutch,female,belgium,False
1267,24.0,9.0,"klaipeda, lithuania",lithuanian5,lithuanian,female,lithuania,False
1268,23.0,13.0,"antwerp, belgium",dutch23,dutch,male,belgium,False
1269,23.0,14.0,"seoul, south korea",dutch24,dutch,female,south korea,False
1270,23.0,13.0,"wilrijk, belgium",dutch25,dutch,female,belgium,False
1271,23.0,13.0,"turnhout, belgium",dutch26,dutch,female,belgium,False
1272,36.0,14.0,"bururi, burundi",rundi1,rundi,male,burundi,False
1273,28.0,5.0,"lima, peru",spanish75,spanish,female,peru,False
1274,21.0,13.0,"antwerp, belgium",dutch27,dutch,female,belgium,False
1275,22.0,8.0,"antwerp, belgium",dutch28,dutch,male,belgium,False
1276,32.0,0.0,"sackville, new brunswick, canada",english359,english,male,canada,False
1277,19.0,0.0,"erie, pennsylvania, usa",english360,english,female,usa,False
1278,19.0,8.0,"koszalin, poland",polish16,polish,male,poland,False
1279,18.0,12.0,"stavropol, russia",russian30,russian,male,russia,False
1280,20.0,0.0,"burnsville, minnesota, usa",english361,english,female,usa,False
1281,21.0,0.0,"cork, ireland",english362,english,male,ireland,False
1282,23.0,6.0,"istanbul, turkey",turkish22,turkish,male,turkey,False
1283,29.0,10.0,"belgrade, serbia",serbian17,serbian,female,serbia,False
1284,28.0,8.0,"vitoria, brazil",portuguese29,portuguese,male,brazil,False
1285,26.0,24.0,"juiz de fora, brazil",portuguese30,portuguese,female,brazil,False
1286,29.0,16.0,"belo horizonte, brazil",portuguese31,portuguese,male,brazil,False
1287,20.0,0.0,"castle donington, uk",english363,english,male,uk,False
1288,28.0,0.0,"sydney, australia",english364,english,female,australia,False
1289,47.0,5.0,"sarajevo, bosnia and herzegovina",bosnian9,bosnian,male,bosnia and herzegovina,False
1290,27.0,10.0,"la paz, bolivia",spanish76,spanish,male,bolivia,False
1291,37.0,11.0,"adana, turkey",turkish23,turkish,female,turkey,False
1292,52.0,0.0,"oxford, uk",english365,english,male,uk,False
1293,25.0,0.0,"bournesmouth, uk",english366,english,female,uk,False
1294,25.0,0.0,"birkenhead, uk",english367,english,female,uk,False
1295,43.0,0.0,"strattford-on-avon, uk",english368,english,male,uk,False
1296,54.0,12.0,"luxembourg, luxembourg",luxembourgeois1,luxembourgeois,female,luxembourg,False
1297,27.0,0.0,"mcminnville, oregon, usa",english369,english,male,usa,False
1298,86.0,86.0,"pinkoc, hungary",hungarian8,hungarian,female,hungary,False
1299,62.0,11.0,"baghdad, iraq",chaldean2,chaldean,female,iraq,False
1300,29.0,7.0,"ede, netherlands",dutch29,dutch,male,netherlands,False
1301,45.0,13.0,"jalisco, mexico",spanish77,spanish,male,mexico,False
1302,22.0,0.0,"pondicherry, india",english370,english,male,india,False
1303,27.0,0.0,"colorado springs, colorado, usa",english371,english,female,usa,False
1304,32.0,10.0,"reims, france",french36,french,female,france,False
1305,29.0,12.0,"volta redonda, brazil",portuguese32,portuguese,male,brazil,False
1306,42.0,14.0,"strasbourg, france",french37,french,male,france,False
1307,80.0,0.0,"christiansburg, virginia, usa",english372,english,male,usa,False
1308,22.0,0.0,"russellville, kentucky, usa",english373,english,male,usa,False
1309,20.0,8.0,"jakarta, indonesia",indonesian6,indonesian,male,indonesia,False
1310,36.0,0.0,"milford haven, wales, uk",english374,english,male,uk,False
1311,21.0,4.0,"tallinn, estonia",russian31,russian,male,estonia,False
1312,28.0,0.0,"manchester, connecticut, usa",english375,english,male,usa,False
1313,27.0,12.0,"viljandi, estonia",estonian2,estonian,male,estonia,False
1314,31.0,14.0,"kiev, ukraine",russian32,russian,female,ukraine,False
1315,46.0,0.0,"pasadena, california, usa",english376,english,male,usa,False
1316,38.0,28.0,"brasilia, brazil",portuguese33,portuguese,male,brazil,False
1317,24.0,17.0,"karaganda, kazakhstan",russian33,russian,female,kazakhstan,False
1318,29.0,13.0,"sanandaj, iran",kurdish7,kurdish,male,iran,False
1319,32.0,0.0,"trenton, michigan, usa",english377,english,female,usa,False
1320,38.0,0.0,"silver spring, maryland, usa",english378,english,female,usa,False
1321,43.0,0.0,"summit, new jersey, usa",english379,english,male,usa,False
1322,40.0,3.5,"wiesbaden, germany",italian25,italian,male,germany,False
1323,34.0,0.0,"roanoke, virginia, usa",english380,english,female,usa,False
1324,85.0,0.0,"pike county, kentucky, usa",english381,english,male,usa,False
1325,34.0,0.0,"arlington, virginia, usa",english382,english,male,usa,False
1326,32.0,0.0,"washington, district of columbia, usa",english383,english,female,usa,False
1327,57.0,0.0,"williamson, west virginia, usa",english384,english,male,usa,False
1328,77.0,0.0,"mcveigh, kentucky, usa",english385,english,female,usa,False
1329,31.0,12.0,"istanbul, turkey",turkish24,turkish,male,turkey,False
1330,56.0,0.0,"los angeles, california, usa",english386,english,female,usa,False
1331,21.0,0.0,"lancaster, california, usa",english387,english,female,usa,False
1332,70.0,0.0,"bluefield, west virginia, usa",english388,english,female,usa,False
1333,71.0,0.0,"aldie, virginia, usa",english389,english,female,usa,False
1334,74.0,0.0,"milwaukee, wisconsin, usa",english390,english,male,usa,False
1335,84.0,0.0,"milton, florida, usa",english391,english,female,usa,False
1336,62.0,0.0,"warrenton, virginia, usa",english392,english,male,usa,False
1337,58.0,0.0,"washington, district of columbia, usa",english393,english,female,usa,False
1338,55.0,5.0,"lima, peru",spanish78,spanish,female,peru,False
1339,82.0,0.0,"aiken, south carolina, usa",english394,english,female,usa,False
1340,39.0,0.0,"alexandria, virginia, usa",english395,english,male,usa,False
1341,48.0,0.0,"orange, virginia, usa",english396,english,female,usa,False
1342,76.0,0.0,"wadesboro, north carolina, usa",english397,english,female,usa,False
1343,83.0,0.0,"salisbury, north carolina, usa",english398,english,female,usa,False
1344,70.0,22.0,"lamas, peru",spanish79,spanish,female,peru,False
1345,80.0,0.0,"la grange, georgia, usa",english399,english,female,usa,False
1346,77.0,75.0,"bogota, colombia",spanish80,spanish,female,colombia,False
1347,63.0,7.0,"san juan, puerto rico",spanish81,spanish,female,puerto rico,False
1348,59.0,0.0,"shanklin, isle of wight, uk",english400,english,female,uk,False
1349,26.0,0.0,"lucerne, switzerland",english401,english,male,switzerland,False
1350,26.0,0.0,"canberra, australia",english402,english,female,australia,False
1351,29.0,0.0,"sydney, australia",english403,english,female,australia,False
1352,29.0,0.0,"windsor, australia",english404,english,male,australia,False
1353,32.0,0.0,"geelong, australia",english405,english,female,australia,False
1354,44.0,20.0,"antananarivo, madagascar",malagasy1,malagasy,male,madagascar,False
1355,52.0,22.0,"kandahar, afghanistan",pashto5,pashto,female,afghanistan,False
1356,59.0,17.0,"kandahar, afghanistan",pashto6,pashto,male,afghanistan,False
1357,42.0,20.0,"kabul, afghanistan",pashto7,pashto,female,afghanistan,False
1358,24.0,0.0,"pensacola, florida, usa",english406,english,female,usa,False
1359,74.0,6.0,"marsa, malta",maltese2,maltese,female,malta,False
1360,47.0,0.0,"windsor, ontario, canada",english407,english,male,canada,False
1361,64.0,0.0,"lynwood, california, usa",english408,english,male,usa,False
1362,60.0,0.0,"maitland, australia",english409,english,female,australia,False
1363,35.0,0.0,"hamilton, new zealand",english410,english,male,new zealand,False
1364,60.0,6.0,"manila, philippines",tagalog7,tagalog,male,philippines,False
1365,36.0,12.0,"tokyo, japan",japanese12,japanese,male,japan,False
1366,32.0,11.0,"povazska bystrika, slovakia",slovak5,slovak,female,slovakia,False
1367,53.0,12.0,"copenhagen, denmark",danish3,danish,female,denmark,False
1368,30.0,15.0,"ayod, sudan",nuer1,nuer,male,sudan,False
1369,34.0,5.0,"kampala, uganda",ganda2,ganda,male,uganda,False
1370,42.0,13.0,"seoul, south korea",korean24,korean,male,south korea,False
1371,26.0,0.0,"washington, district of columbia, usa",english411,english,female,usa,False
1372,31.0,0.0,"washington, district of columbia, usa",english412,english,female,usa,False
1373,20.0,0.0,"manchester, england, uk",english413,english,female,uk,False
1374,30.0,0.0,"woonsocket, rhode island, usa",english414,english,female,usa,False
1375,32.0,0.0,"woonsocket, rhode island, usa",english415,english,male,usa,False
1376,18.0,14.0,"porto alegre, brazil",portuguese34,portuguese,male,brazil,False
1377,34.0,0.0,"sydney, australia",english416,english,male,australia,False
1378,37.0,12.0,"ghasreshirin, iran",farsi13,farsi,male,iran,False
1379,23.0,17.0,"luhansk, ukraine",ukrainian8,ukrainian,male,ukraine,False
1380,20.0,0.0,"cardiff, wales, uk",english417,english,female,uk,False
1381,28.0,11.0,"gunma, japan",japanese13,japanese,male,japan,False
1382,37.0,12.0,"akashi, japan",japanese14,japanese,female,japan,False
1383,27.0,10.0,"niedersachsen, germany",german24,german,male,germany,False
1384,29.0,0.0,"arlington, virginia",english418,english,male,virginia,False
1385,27.0,0.0,"youngstown, ohio, usa",english419,english,male,usa,False
1386,34.0,12.0,"anseong, kyong gi, south korea",korean25,korean,female,south korea,False
1387,21.0,0.0,"auckland, new zealand",english420,english,male,new zealand,False
1388,38.0,0.0,"landstuhl, germany",english421,english,male,germany,False
1389,22.0,9.0,"sao paulo, brazil",portuguese35,portuguese,female,brazil,False
1390,31.0,0.0,"rochester, new york, usa",english422,english,male,usa,False
1391,56.0,16.0,"jiddah, saudi arabia",arabic35,arabic,male,saudi arabia,False
1392,36.0,6.0,"jiddah, saudi arabia",arabic36,arabic,male,saudi arabia,False
1393,18.0,16.0,"jiddah, saudi arabia",arabic37,arabic,male,saudi arabia,False
1394,19.0,9.0,"shady grove, maryland, usa",arabic38,arabic,female,usa,False
1395,24.0,0.0,"baltimore, maryland, usa",english423,english,female,usa,False
1396,49.0,14.0,"la paz, bolivia",spanish82,spanish,male,bolivia,False
1397,48.0,14.0,"la paz, bolivia",spanish83,spanish,male,bolivia,False
1398,19.0,4.0,"buenos aires, argentina",spanish84,spanish,female,argentina,False
1399,44.0,6.0,"buenos aires, argentina",spanish85,spanish,female,argentina,False
1400,23.0,4.0,"buenos aires, argentina",spanish86,spanish,male,argentina,False
1401,55.0,9.0,"la paz, bolivia",spanish87,spanish,male,bolivia,False
1402,53.0,25.0,"la paz, bolivia",spanish88,spanish,male,bolivia,False
1403,45.0,11.0,"prishtina, kosovo",albanian7,albanian,female,kosovo,False
1404,43.0,9.0,"prishtina, kosovo",albanian8,albanian,female,kosovo,False
1405,22.0,5.0,"jiddah, saudi arabia",arabic39,arabic,male,saudi arabia,False
1406,23.0,6.0,"milan, italy",italian24,italian,female,italy,False
1407,19.0,15.0,"vladivostok, russia",russian34,russian,male,russia,False
1408,43.0,5.0,"kaltungo, gombe, nigeria",hausa9,hausa,male,nigeria,False
1409,75.0,0.0,"danville, virginia, usa",english424,english,male,usa,False
1410,31.0,0.0,"danville, virginia, usa",english425,english,male,usa,False
1411,30.0,0.0,"florence, south carolina, usa",english426,english,female,usa,False
1412,68.0,0.0,"hanover, pennsylvania, usa",english427,english,female,usa,False
1413,55.0,0.0,"kingstree, south carolina, usa",english428,english,female,usa,False
1414,21.0,11.0,"barcelona, spain",catalan4,catalan,female,spain,False
1415,37.0,3.0,"athens, greece",greek8,greek,male,greece,False
1416,19.0,0.0,"philadelphia, pennsylvania, usa",english429,english,female,usa,False
1417,30.0,12.0,"changsha, hunan, china",xiang2,xiang,male,china,False
1418,23.0,6.0,"athens, greece",greek9,greek,female,greece,False
1419,23.0,0.0,"melbourne, australia",english430,english,female,australia,False
1420,19.0,13.0,"jiddah, saudi arabia",arabic40,arabic,male,saudi arabia,False
1421,25.0,7.0,"riyadh, saudi arabia",arabic41,arabic,male,saudi arabia,False
1422,21.0,13.0,"jiddah, saudi arabia",arabic42,arabic,male,saudi arabia,False
1423,23.0,0.0,"green bay, wisconsin, usa",english431,english,female,usa,False
1424,22.0,8.0,"montreal, quebec, canada",french38,french,male,canada,False
1425,22.0,13.0,"monterrey, mexico",spanish89,spanish,male,mexico,False
1426,29.0,8.0,"beirut, lebanon",arabic43,arabic,female,lebanon,False
1427,28.0,13.0,"pezenas, france",french39,french,male,france,False
1428,22.0,0.0,"dublin, ireland",english432,english,female,ireland,False
1429,44.0,13.5,"rouen, france",french40,french,female,france,False
1430,32.0,0.0,"gladwin, michigan, usa",english433,english,female,usa,False
1431,23.0,3.0,"caracas, venezuela",spanish90,spanish,female,venezuela,False
1432,19.0,6.0,"cape town, south africa",afrikaans5,afrikaans,male,south africa,False
1433,20.0,7.0,"caracas, venezuela",spanish91,spanish,female,venezuela,False
1434,21.0,11.0,"aarhus, denmark",danish4,danish,female,denmark,False
1435,54.0,9.0,"cardenas, cuba",spanish92,spanish,male,cuba,False
1436,29.0,18.0,"santa rosa, honduras",spanish93,spanish,female,honduras,False
1437,20.0,4.0,"chandigarh, india",hindi11,hindi,male,india,False
1438,39.0,15.0,"uberlandia, brazil",portuguese36,portuguese,female,brazil,False
1439,19.0,6.0,"bogota, colombia",spanish94,spanish,male,colombia,False
1440,25.0,4.0,"allahabad, india",hindi12,hindi,female,india,False
1441,23.0,7.0,"malmo, sweden",swedish12,swedish,male,sweden,False
1442,20.0,6.0,"harare, zimbabwe",shona2,shona,female,zimbabwe,False
1443,21.0,11.0,"geislingen, germany",german25,german,female,germany,False
1444,31.0,21.0,"juarez, mexico",spanish95,spanish,female,mexico,False
1445,28.0,10.0,"umea, sweden",swedish13,swedish,female,sweden,False
1446,30.0,9.0,"sofia, bulgaria",bulgarian12,bulgarian,female,bulgaria,False
1447,45.0,15.0,"shanghai, china",mandarin28,mandarin,male,china,False
1448,43.0,28.0,"solotvino, ukraine",romanian18,romanian,female,ukraine,False
1449,29.0,12.0,"arequipa, peru",spanish96,spanish,female,peru,False
1450,52.0,19.0,"bogota, colombia",spanish97,spanish,female,colombia,False
1451,34.0,29.0,"veracruz, mexico",spanish98,spanish,male,mexico,False
1452,77.0,24.0,"stuttgart, germany",german26,german,female,germany,False
1453,33.0,13.0,"krakow, poland",polish17,polish,female,poland,False
1454,43.0,26.0,"sao paulo, brazil",portuguese37,portuguese,female,brazil,False
1455,29.0,7.0,"jiddah, saudi arabia",arabic44,arabic,female,saudi arabia,False
1456,32.0,12.0,"fort collins, colorado, usa",arabic45,arabic,female,usa,False
1457,28.0,13.0,"jiddah, saudi arabia",arabic46,arabic,male,saudi arabia,False
1458,39.0,16.0,"jiddah, saudi arabia",arabic47,arabic,male,saudi arabia,False
1459,29.0,12.0,"mecca, saudi arabia",arabic48,arabic,male,saudi arabia,False
1460,26.0,8.0,"medina, saudi arabia",arabic49,arabic,male,saudi arabia,False
1461,36.0,22.0,"jiddah, saudi arabia",arabic50,arabic,male,saudi arabia,False
1462,21.0,14.0,"sint-niklaas, belgium",dutch30,dutch,female,belgium,False
1463,23.0,13.0,"antwerp, belgium",dutch31,dutch,female,belgium,False
1464,21.0,14.0,"brasschaat, belgium",dutch32,dutch,male,belgium,False
1465,21.0,10.0,"visaginas, lithuania",lithuanian6,lithuanian,female,lithuania,False
1466,22.0,9.0,"mechelen, belgium",dutch33,dutch,female,belgium,False
1467,27.0,16.0,"dresden, germany",russian35,russian,male,germany,False
1468,22.0,14.0,"bornem, belgium",dutch34,dutch,female,belgium,False
1469,24.0,0.0,"kansas city, kansas, usa",english434,english,male,usa,False
1470,25.0,15.0,"rio de janeiro, brazil",portuguese38,portuguese,male,brazil,False
1471,20.0,0.0,"palm springs, california, usa",english435,english,female,usa,False
1472,21.0,14.0,"turnhout, belgium",vlaams2,vlaams,female,belgium,False
1473,21.0,13.0,"mortsel, belgium",dutch35,dutch,female,belgium,False
1474,24.0,12.0,"la massana, andorra",french41,french,male,andorra,False
1475,19.0,0.0,"freeport, the bahamas",english436,english,female,the bahamas,False
1476,21.0,12.0,"turnhout, belgium",dutch36,dutch,female,belgium,False
1477,21.0,0.0,"cleveland, ohio, usa",english437,english,male,usa,False
1478,22.0,14.0,"herentals, belgium",vlaams3,vlaams,female,belgium,False
1479,21.0,11.0,"antwerp, belgium",dutch37,dutch,female,belgium,False
1480,18.0,3.0,"hong kong, china",cantonese20,cantonese,male,china,False
1481,21.0,12.0,"beveren, belgium",dutch38,dutch,female,belgium,False
1482,22.0,10.0,"hardinxveld-giessendam, netherlands",dutch39,dutch,female,netherlands,False
1483,18.0,5.0,"bialystok, poland",polish18,polish,male,poland,False
1484,25.0,9.0,"dordrecht, netherlands",dutch40,dutch,male,netherlands,False
1486,23.0,12.0,"jiddah, saudi arabia",arabic51,arabic,male,saudi arabia,False
1487,21.0,9.0,"jiddah, saudi arabia",arabic52,arabic,female,saudi arabia,False
1488,30.0,6.0,"bangkok, thailand",thai10,thai,male,thailand,False
1489,49.0,11.0,"siracusa, sicily, italy",italian26,italian,male,italy,False
1490,24.0,4.0,"lanzhou, gansu, china",mandarin29,mandarin,male,china,False
1491,27.0,13.0,"taipei, taiwan",mandarin30,mandarin,male,taiwan,False
1492,20.0,0.0,"houston, texas, usa",english438,english,female,usa,False
1493,18.0,0.0,"richmond, british columbia, canada",english439,english,female,canada,False
1494,23.0,10.0,"bielefeld, germany",german27,german,male,germany,False
1495,39.0,9.0,"chisapani, nepal",nepali5,nepali,male,nepal,False
1496,45.0,12.0,"kediri, java, indonesia",indonesian7,indonesian,female,indonesia,False
1497,43.0,6.0,"seremban, negeri sembilan, malaysia",malay3,malay,female,malaysia,False
1498,39.0,16.0,"ouarzazat, morocco",amazigh2,amazigh,male,morocco,False
1499,24.0,6.0,"bhadrapur, nepal",nepali6,nepali,male,nepal,False
1500,21.0,3.0,"pasay, philippines",filipino2,filipino,female,philippines,False
1501,22.0,11.0,"ostrava, czech republic",czech7,czech,female,czech republic,False
1502,22.0,0.0,"glasgow, scotland, uk",english440,english,female,uk,False
1503,21.0,8.0,"kuala lumpur, malaysia",malay4,malay,female,malaysia,False
1504,40.0,4.0,"hyderabad, india",gujarati7,gujarati,female,india,False
1505,31.0,10.0,"tehran, iran",armenian7,armenian,male,iran,False
1506,20.0,4.0,"lima, peru",spanish99,spanish,female,peru,False
1507,23.0,21.0,"seoul, south korea",korean26,korean,male,south korea,False
1508,30.0,26.0,"iquitos, peru",spanish100,spanish,female,peru,False
1509,22.0,20.0,"kinshasa, democratic republic of congo",french42,french,female,democratic republic of congo,False
1510,21.0,5.0,"abu dhabi, united arab emirates",urdu8,urdu,female,united arab emirates,False
1511,24.0,7.0,"accra, ghana",fanti2,fanti,female,ghana,False
1512,20.0,9.0,"chirpan, bulgaria",bulgarian13,bulgarian,male,bulgaria,False
1513,19.0,7.0,"chitwan, nepal",nepali7,nepali,male,nepal,False
1514,20.0,5.0,"pokhara, nepal",nepali8,nepali,male,nepal,False
1515,31.0,12.0,"addis ababa, ethiopia",amharic14,amharic,male,ethiopia,False
1516,23.0,6.0,"addis ababa, ethiopia",amharic15,amharic,male,ethiopia,False
1517,41.0,13.0,"deventer, netherlands",dutch41,dutch,male,netherlands,False
1518,25.0,20.0,"moscow, russia",russian36,russian,male,russia,False
1519,26.0,13.0,"wenzhou, zhejiang, china",mandarin31,mandarin,female,china,False
1520,30.0,20.0,"zaporizhzhya, ukraine",ukrainian9,ukrainian,male,ukraine,False
1521,45.0,12.0,"osaka, japan",japanese15,japanese,male,japan,False
1522,36.0,13.0,"changsha, hunan, china",xiang3,xiang,male,china,False
1523,31.0,10.0,"st. petersburg, russia",russian37,russian,male,russia,False
